city,district,date,city_detainees,district_detainees,location,lat,lon
Санкт-Петербург,Отдел полиции № 52 Красногвардейского района г. Санкт-Петербурга,01.03.2022,131,4,Отдел полиции № 52 Красногвардейского района г. Санкт-Петербурга,59.93166,30.4194
Санкт-Петербург,Отдел полиции № 78 Центрального района г. Санкт-Петербурга,01.03.2022,131,3,Отдел полиции № 78 Центрального района г. Санкт-Петербурга,59.93819,30.35307
Санкт-Петербург,"Задержаны, но пока неизвестно, в каких отделах находятся: 4",01.03.2022,131,4,NA,NA,NA
Москва,ОМВД России по Даниловскому району г. Москвы,01.03.2022,126,1,ОМВД России по Даниловскому району г. Москвы,55.7044,37.65522
Москва,Отдел МВД России по району Щукино г. Москвы,01.03.2022,126,16,Отдел МВД России по району Щукино г. Москвы,55.81043,37.45483
Москва,ОМВД России по Пресненскому району г. Москвы,01.03.2022,126,10,ОМВД России по Пресненскому району г. Москвы,55.76062,37.5423
Москва,Отдел МВД России по району Измайлово г. Москвы,01.03.2022,126,9,Отдел МВД России по району Измайлово г. Москвы,55.79829,37.79737
Москва,ОМВД России по району Беговой,01.03.2022,126,7,"ОМВД России по району Беговой, Москва",55.780864,37.567072
Москва,Отдел МВД России по району Арбат г. Москвы,01.03.2022,126,1,Отдел МВД России по району Арбат г. Москвы,55.74781,37.58908
Москва,Отдел МВД России по району Кунцево г. Москвы,01.03.2022,126,9,Отдел МВД России по району Кунцево г. Москвы,55.72846,37.407470000000004
Москва,Отдел МВД России по району Китай-город г. Москвы,01.03.2022,126,2,Отдел МВД России по району Китай-город г. Москвы,55.7685,37.63139
Москва,Отдел МВД России по Рязанскому району,01.03.2022,126,16,"Отдел МВД России по Рязанскому району, Москва",55.7165,37.74447
Москва,Отдел МВД по Гагаринскому району,01.03.2022,126,1,"Отдел МВД по Гагаринскому району, Москва",55.6973,37.55717
Москва,ОМВД России по району Тверской г. Москвы,01.03.2022,126,8,ОМВД России по району Тверской г. Москвы,55.76997,37.61325
Москва,ОМВД России по району Бутово Южное г. Москвы,01.03.2022,126,1,ОМВД России по району Бутово Южное г. Москвы,55.54416,37.54387
Москва,ЗАО,01.03.2022,126,1,"ЗАО, Москва",55.724046,37.481141
Москва,ОМВД России по району Зюзино г. Москвы,01.03.2022,126,11,ОМВД России по району Зюзино г. Москвы,55.63988,37.59078
Москва,ОМВД России по району Коньково г. Москвы,01.03.2022,126,1,ОМВД России по району Коньково г. Москвы,55.6403,37.5181
Москва,МО МВД России «Московский» г. Москвы,01.03.2022,126,1,МО МВД России «Московский» г. Москвы,55.64386,37.40979
Москва,ОМВД России по району Аэропорт,01.03.2022,126,1,"ОМВД России по району Аэропорт, Москва",55.80541,37.53761
Москва,ОМВД России по району Хамовники г. Москвы,01.03.2022,126,2,ОМВД России по району Хамовники г. Москвы,55.72544,37.56238
Москва,ОМВД Бутырский,01.03.2022,126,1,"ОМВД Бутырский, Москва",55.8112,37.58936
Москва,ОМВД России по району Бескудниково,01.03.2022,126,1,"ОМВД России по району Бескудниково, Москва",55.87035,37.56161
Москва,ОМВД Останкинский,01.03.2022,126,18,"ОМВД Останкинский, Москва",55.81298,37.63553
Москва,"Задержаны, но пока неизвестно, в каких отделах находятся: 8",01.03.2022,126,8,NA,NA,NA
Уфа,Отдел полиции № 9 (Кировский район),01.03.2022,9,9,"Отдел полиции № 9 (Кировский район), Уфа",54.72396,55.9341
Новосибирск,Отдел полиции № 1 «Центральный»,01.03.2022,5,2,"Отдел полиции № 1 «Центральный», Новосибирск",55.04404,82.92045
Новосибирск,"Задержаны, но пока неизвестно, в каких отделах находятся: 3",01.03.2022,5,3,NA,NA,NA
Нижний Новгород,Отдел полиции № 5 УМВД по Нижнему Новгороду,01.03.2022,4,2,"Отдел полиции № 5 УМВД по Нижнему Новгороду, Нижний Новгород",56.33012,43.99134
Нижний Новгород,"Задержаны, но пока неизвестно, в каких отделах находятся: 2",01.03.2022,4,2,NA,NA,NA
Ростов-на-Дону,Отдел полиции № 5 УМВД,01.03.2022,4,1,"Отдел полиции № 5 УМВД, Ростов-на-Дону",47.25068,39.685965
Ростов-на-Дону,Отдел полиции № 4 УМВД по городу Ростову-на-Дону,01.03.2022,4,1,"Отдел полиции № 4 УМВД по городу Ростову-на-Дону, Ростов-на-Дону",47.220843,39.693271
Ростов-на-Дону,"Задержаны, но пока неизвестно, в каких отделах находятся: 2",01.03.2022,4,2,NA,NA,NA
Мурино,Отделение полиции № 87 Всеволожского района Ленинградской области,01.03.2022,4,4,"Отделение полиции № 87 Всеволожского района Ленинградской области, Мурино",60.069983,30.427351
Томск,Отдел полиции № 3 (по обслуживанию внутригородской территории Советский район) УМВД по городу Томску,01.03.2022,3,1,"Отдел полиции № 3 (по обслуживанию внутригородской территории Советский район) УМВД по городу Томску, Томск",55.55446,37.71011
Томск,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",01.03.2022,3,1,NA,NA,NA
Ярославль,Отдел МВД России по Кировскому городскому району,01.03.2022,3,2,"Отдел МВД России по Кировскому городскому району, Ярославль",57.62253,39.88211
Ярославль,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",01.03.2022,3,1,NA,NA,NA
Истра,Отдел МВД по Истринскому району,01.03.2022,3,1,"Отдел МВД по Истринскому району, Истра",55.914663,36.856209
Калуга,"Задержаны, но пока неизвестно, в каких отделах находятся: 3",01.03.2022,3,3,NA,NA,NA
Улан-Удэ,"Задержаны, но пока неизвестно, в каких отделах находятся: 2",01.03.2022,2,2,NA,NA,NA
Лыткарино,Отдел полиции по городскому округу Лыткарино МУ МВД «Люберецкое»,01.03.2022,2,2,"Отдел полиции по городскому округу Лыткарино МУ МВД «Люберецкое», Лыткарино",55.57410901,37.90191358
Железногорск-Илимский,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",01.03.2022,2,1,NA,NA,NA
Переславль-Залесский,Отдел МВД России по городскому округу город Переславль-Залесский,01.03.2022,1,1,"Отдел МВД России по городскому округу город Переславль-Залесский, Переславль-Залесский",56.739624,38.853019
Иваново,Отдел полиции № 1 «Ленинский»,01.03.2022,1,1,"Отдел полиции № 1 «Ленинский», Иваново",55.91326,37.76768
Якутск,Отдел полиции № 2 МУ МВД России «Якутское»,01.03.2022,1,1,"Отдел полиции № 2 МУ МВД России «Якутское», Якутск",62.03280075,129.721815
Иркутск,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",01.03.2022,1,1,NA,NA,NA
Первоуральск,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",01.03.2022,1,1,NA,NA,NA
Сибай,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",01.03.2022,1,1,NA,NA,NA
Арск,Отдел МВД по Арскому району,01.03.2022,1,1,"Отдел МВД по Арскому району, Арск",56.09017552,49.8744429
Мурманск,Отдел полиции № 1 УМВД по городу Мурманску,01.03.2022,1,1,"Отдел полиции № 1 УМВД по городу Мурманску, Мурманск",68.96289,33.0691
Челябинск,Отдел полиции № 5 (Центральный район) УМВД по городу Челябинску,01.03.2022,1,1,"Отдел полиции № 5 (Центральный район) УМВД по городу Челябинску, Челябинск",55.19416,61.34033
Екатеринбург,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",01.03.2022,1,1,NA,NA,NA
Ставрополь,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",01.03.2022,1,1,NA,NA,NA
Рязань,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",01.03.2022,1,1,NA,NA,NA
Тверь,Отдел полиции Центральный УМВД по городу Твери,01.03.2022,1,1,"Отдел полиции Центральный УМВД по городу Твери, Тверь",56.84643,35.90852
Калининград,Отдел МВД России по Ленинградскому району города Калининграда,01.03.2022,1,1,"Отдел МВД России по Ленинградскому району города Калининграда, Калининград",54.71845,20.50632
Белгород,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",01.03.2022,1,1,NA,NA,NA
Краснодар,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",01.03.2022,1,1,NA,NA,NA
Петрозаводск,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",01.03.2022,1,1,NA,NA,NA
Волгоград,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",01.03.2022,1,1,NA,NA,NA
Таруса,ОВД по Тарусскому району,01.03.2022,1,1,"ОВД по Тарусскому району, Таруса",54.727837,37.180122
Домодедово,"Задержаны, но пока неизвестно, в каких отделах находятся: 1",01.03.2022,1,1,NA,NA,NA
